zip,city,region,district
71770,Tam Ky,Central,District #25
71772,Hue,Central,District #25
71801,Quy Nhon,Central,District #25
71802,Hoi An,Central,District #25
71820,Tam Ky,Central,District #25
71822,Phan Rang-Thap Cham,Central,District #25
71823,Tam Ky,Central,District #25
71825,Quang Ngai,Central,District #25
71827,Hue,Central,District #25
71828,Hue,Central,District #25
71831,Kon Tum,Central,District #25
71832,Dong Hoi,Central,District #25
71833,Da Nang,Central,District #25
71834,Quang Ngai,Central,District #25
71835,Da Nang,Central,District #25
71836,Da Nang,Central,District #25
71837,Quy Nhon,Central,District #25
71838,Dong Hoi,Central,District #25
71839,Dong Hoi,Central,District #25
71840,Phan Rang-Thap Cham,Central,District #25
71841,Hoi An,Central,District #25
71842,Hoi An,Central,District #25
71845,Quang Ngai,Central,District #25
71846,Phan Thiet,Central,District #25
71847,Tuy Hoa,Central,District #25
71851,Tuy Hoa,Central,District #25
71852,Hue,Central,District #25
71853,Phan Thiet,Central,District #25
71854,Kon Tum,Central,District #25
71855,Quang Ngai,Central,District #25
71857,Quy Nhon,Central,District #25
71858,Dong Hoi,Central,District #25
71859,Dong Hoi,Central,District #25
71860,Kon Tum,Central,District #25
71862,Hue,Central,District #25
71864,Quang Ngai,Central,District #25
71865,Tuy Hoa,Central,District #25
71866,Quy Nhon,Central,District #25
71901,Phan Thiet,Central,District #25
71902,Da Nang,Central,District #25
71903,Hue,Central,District #25
71909,Phan Rang-Thap Cham,Central,District #25
71910,Hue,Central,District #25
71913,Tam Ky,Central,District #25
71914,Nha Trang,Central,District #25
71920,Tuy Hoa,Central,District #25
71921,Da Nang,Central,District #25
71922,Quy Nhon,Central,District #25
71923,Kon Tum,Central,District #25
71929,Quy Nhon,Central,District #25
71932,Dong Hoi,Central,District #25
71933,Kon Tum,Central,District #25
71935,Dong Hoi,Central,District #25
71937,Phan Rang-Thap Cham,Central,District #25
71940,Kon Tum,Central,District #25
71941,Dong Hoi,Central,District #25
71942,Phan Rang-Thap Cham,Central,District #25
71943,Quang Ngai,Central,District #25
71944,Phan Rang-Thap Cham,Central,District #25
71945,Dong Hoi,Central,District #25
71949,Quy Nhon,Central,District #25
71950,Quang Ngai,Central,District #25
71952,Quy Nhon,Central,District #25
71953,Quy Nhon,Central,District #25
71956,Nha Trang,Central,District #25
71957,Tam Ky,Central,District #25
71958,Quy Nhon,Central,District #25
71959,Dong Hoi,Central,District #25
71960,Quy Nhon,Central,District #25
71961,Tam Ky,Central,District #25
71962,Hue,Central,District #25
71964,Quy Nhon,Central,District #25
71965,Quy Nhon,Central,District #25
71966,Kon Tum,Central,District #25
71968,Tam Ky,Central,District #25
71969,Da Nang,Central,District #25
71970,Nha Trang,Central,District #25
71971,Tuy Hoa,Central,District #25
71972,Hue,Central,District #25
71973,Hue,Central,District #25
71998,Quy Nhon,Central,District #25
71999,Quy Nhon,Central,District #25
72001,Tam Ky,Central,District #25
72002,Da Nang,Central,District #25
72003,Tuy Hoa,Central,District #25
72004,Hoi An,Central,District #25
72005,Tuy Hoa,Central,District #25
72006,Quang Ngai,Central,District #25
72007,Hoi An,Central,District #25
72010,Tam Ky,Central,District #25
72011,Da Nang,Central,District #25
72012,Tuy Hoa,Central,District #25
72013,Nha Trang,Central,District #25
72014,Quy Nhon,Central,District #25
72015,Hue,Central,District #25
72016,Quy Nhon,Central,District #25
72017,Quy Nhon,Central,District #25
72018,Hoi An,Central,District #25
72019,Kon Tum,Central,District #25
72020,Nha Trang,Central,District #25
72021,Hoi An,Central,District #25
72022,Quang Ngai,Central,District #25
72023,Nha Trang,Central,District #25
72024,Tam Ky,Central,District #25
72025,Tuy Hoa,Central,District #25
72026,Da Nang,Central,District #25
72027,Quang Ngai,Central,District #25
72028,Da Nang,Central,District #25
72029,Da Nang,Central,District #25
72030,Hue,Central,District #25
72031,Hue,Central,District #25
72032,Quy Nhon,Central,District #25
72033,Kon Tum,Central,District #25
72034,Phan Thiet,Central,District #25
72035,Hue,Central,District #25
72036,Kon Tum,Central,District #25
72037,Dong Hoi,Central,District #25
72038,Quang Ngai,Central,District #25
72039,Phan Rang-Thap Cham,Central,District #25
72040,Tam Ky,Central,District #25
72041,Nha Trang,Central,District #25
72042,Quang Ngai,Central,District #25
72043,Tuy Hoa,Central,District #25
72044,Tuy Hoa,Central,District #25
72045,Hoi An,Central,District #25
72046,Kon Tum,Central,District #25
72047,Nha Trang,Central,District #25
72048,Phan Rang-Thap Cham,Central,District #25
72051,Nha Trang,Central,District #25
72052,Da Nang,Central,District #25
72053,Kon Tum,Central,District #25
72055,Dong Hoi,Central,District #25
72057,Hoi An,Central,District #25
72058,Da Nang,Central,District #25
72059,Hue,Central,District #25
72060,Hoi An,Central,District #25
72061,Kon Tum,Central,District #25
72063,Hoi An,Central,District #25
72064,Hue,Central,District #25
72065,Phan Thiet,Central,District #25
72066,Phan Thiet,Central,District #25
72067,Hoi An,Central,District #25
72068,Dong Hoi,Central,District #25
72069,Quang Ngai,Central,District #25
72070,Quang Ngai,Central,District #25
72072,Nha Trang,Central,District #25
72073,Phan Rang-Thap Cham,Central,District #25
72074,Phan Thiet,Central,District #25
72075,Tuy Hoa,Central,District #25
72076,Phan Thiet,Central,District #25
72078,Hue,Central,District #25
72079,Dong Hoi,Central,District #25
72080,Kon Tum,Central,District #25
72081,Quang Ngai,Central,District #25
72082,Kon Tum,Central,District #25
72083,Quy Nhon,Central,District #25
72084,Phan Thiet,Central,District #25
72085,Kon Tum,Central,District #25
72086,Dong Hoi,Central,District #25
72087,Tuy Hoa,Central,District #25
72088,Quang Ngai,Central,District #25
72089,Nha Trang,Central,District #25
72099,Quang Ngai,Central,District #25
72101,Kon Tum,Central,District #25
72102,Da Nang,Central,District #25
72103,Hoi An,Central,District #25
72104,Tam Ky,Central,District #25
72105,Quy Nhon,Central,District #25
72106,Dong Hoi,Central,District #25
72107,Quy Nhon,Central,District #25
72108,Dong Hoi,Central,District #25
72110,Hue,Central,District #25
72111,Nha Trang,Central,District #25
72112,Tuy Hoa,Central,District #25
72113,Tam Ky,Central,District #25
72114,Tuy Hoa,Central,District #25
72115,Dong Hoi,Central,District #25
72116,Nha Trang,Central,District #25
72117,Tam Ky,Central,District #25
72118,Kon Tum,Central,District #25
72119,Kon Tum,Central,District #25
72120,Da Nang,Central,District #25
72121,Tuy Hoa,Central,District #25
72122,Tam Ky,Central,District #25
72123,Da Nang,Central,District #25
72124,Dong Hoi,Central,District #25
72125,Da Nang,Central,District #25
72126,Nha Trang,Central,District #25
72127,Tuy Hoa,Central,District #25
72128,Phan Rang-Thap Cham,Central,District #25
72129,Quy Nhon,Central,District #25
72130,Phan Rang-Thap Cham,Central,District #25
72131,Phan Thiet,Central,District #25
72132,Tam Ky,Central,District #25
72133,Hoi An,Central,District #25
72134,Dong Hoi,Central,District #25
72135,Da Nang,Central,District #25
72136,Phan Thiet,Central,District #25
72137,Quy Nhon,Central,District #25
72139,Phan Rang-Thap Cham,Central,District #25
72140,Tuy Hoa,Central,District #25
72141,Tam Ky,Central,District #25
72142,Kon Tum,Central,District #25
72143,Phan Rang-Thap Cham,Central,District #25
72145,Phan Thiet,Central,District #25
72149,Hue,Central,District #25
72150,Tam Ky,Central,District #25
72152,Kon Tum,Central,District #25
72153,Phan Rang-Thap Cham,Central,District #25
72156,Tam Ky,Central,District #25
72157,Da Nang,Central,District #25
72158,Nha Trang,Central,District #25
72160,Quang Ngai,Central,District #25
72164,Dong Hoi,Central,District #25
72165,Kon Tum,Central,District #25
72166,Hue,Central,District #25
72167,Quy Nhon,Central,District #25
72168,Nha Trang,Central,District #25
72169,Kon Tum,Central,District #25
72170,Hue,Central,District #25
72173,Hoi An,Central,District #25
72175,Nha Trang,Central,District #25
72176,Hue,Central,District #25
72178,Dong Hoi,Central,District #25
72179,Quang Ngai,Central,District #25
72180,Quang Ngai,Central,District #25
72181,Phan Thiet,Central,District #25
72182,Tam Ky,Central,District #25
72183,Nha Trang,Central,District #25
72190,Quy Nhon,Central,District #25
72199,Phan Rang-Thap Cham,Central,District #25
72201,Quang Ngai,Central,District #25
72202,Hoi An,Central,District #25
72203,Tuy Hoa,Central,District #25
72204,Tuy Hoa,Central,District #25
72205,Hoi An,Central,District #25
72206,Quang Ngai,Central,District #25
72207,Quang Ngai,Central,District #25
72209,Hoi An,Central,District #25
72210,Da Nang,Central,District #25
72211,Tuy Hoa,Central,District #25
72212,Dong Hoi,Central,District #25
72214,Tuy Hoa,Central,District #25
72215,Quy Nhon,Central,District #25
72216,Quang Ngai,Central,District #25
72217,Kon Tum,Central,District #25
72219,Hoi An,Central,District #25
72221,Dong Hoi,Central,District #25
72222,Hue,Central,District #25
72223,Da Nang,Central,District #25
72225,Kon Tum,Central,District #25
72227,Hue,Central,District #25
72231,Dong Hoi,Central,District #25
72260,Quang Ngai,Central,District #25
72295,Phan Rang-Thap Cham,Central,District #25
72301,Quang Ngai,Central,District #25
72303,Tuy Hoa,Central,District #25
72310,Phan Thiet,Central,District #25
72311,Phan Rang-Thap Cham,Central,District #25
72312,Tuy Hoa,Central,District #25
72313,Hue,Central,District #25
72315,Hoi An,Central,District #25
72316,Tam Ky,Central,District #25
72319,Dong Hoi,Central,District #25
72320,Tuy Hoa,Central,District #25
72321,Phan Rang-Thap Cham,Central,District #25
72322,Hue,Central,District #25
72324,Hoi An,Central,District #25
72325,Hue,Central,District #25
72326,Quang Ngai,Central,District #25
72327,Dong Hoi,Central,District #25
72328,Hue,Central,District #25
72329,Phan Thiet,Central,District #25
72330,Nha Trang,Central,District #25
72331,Dong Hoi,Central,District #25
72332,Phan Rang-Thap Cham,Central,District #25
72333,Da Nang,Central,District #25
72335,Phan Thiet,Central,District #25
72336,Kon Tum,Central,District #25
72338,Kon Tum,Central,District #25
72339,Hue,Central,District #25
72340,Quy Nhon,Central,District #25
72341,Hoi An,Central,District #25
72342,Tam Ky,Central,District #25
72346,Kon Tum,Central,District #25
72347,Phan Rang-Thap Cham,Central,District #25
72348,Phan Rang-Thap Cham,Central,District #25
72350,Tam Ky,Central,District #25
72351,Kon Tum,Central,District #25
72352,Kon Tum,Central,District #25
72353,Phan Rang-Thap Cham,Central,District #25
72354,Phan Rang-Thap Cham,Central,District #25
72355,Dong Hoi,Central,District #25
72358,Hue,Central,District #25
72359,Nha Trang,Central,District #25
72360,Phan Rang-Thap Cham,Central,District #25
72364,Nha Trang,Central,District #25
72365,Hoi An,Central,District #25
72366,Kon Tum,Central,District #25
72367,Tam Ky,Central,District #25
72368,Phan Thiet,Central,District #25
72369,Nha Trang,Central,District #25
72370,Quy Nhon,Central,District #25
72372,Quy Nhon,Central,District #25
72373,Quy Nhon,Central,District #25
72374,Tam Ky,Central,District #25
72376,Nha Trang,Central,District #25
72377,Phan Rang-Thap Cham,Central,District #25
72379,Nha Trang,Central,District #25
72383,Tam Ky,Central,District #25
72384,Phan Thiet,Central,District #25
72386,Tam Ky,Central,District #25
72387,Da Nang,Central,District #25
72389,Da Nang,Central,District #25
72390,Tam Ky,Central,District #25
72391,Dong Hoi,Central,District #25
72392,Kon Tum,Central,District #25
72394,Hue,Central,District #25
72395,Quang Ngai,Central,District #25
72396,Nha Trang,Central,District #25
72401,Tam Ky,Central,District #25
72402,Tam Ky,Central,District #25
72403,Nha Trang,Central,District #25
72404,Da Nang,Central,District #25
72410,Da Nang,Central,District #25
72411,Quang Ngai,Central,District #25
72412,Hoi An,Central,District #25
72413,Nha Trang,Central,District #25
72414,Hue,Central,District #25
72415,Da Nang,Central,District #25
72416,Hue,Central,District #25
72417,Quy Nhon,Central,District #25
72419,Hue,Central,District #25
72421,Hoi An,Central,District #25
72422,Nha Trang,Central,District #25
72424,Nha Trang,Central,District #25
72425,Da Nang,Central,District #25
72426,Hue,Central,District #25
72427,Kon Tum,Central,District #25
72428,Tuy Hoa,Central,District #25
72429,Hue,Central,District #25
72430,Nha Trang,Central,District #25
72431,Quy Nhon,Central,District #25
72432,Phan Thiet,Central,District #25
72433,Phan Thiet,Central,District #25
72434,Phan Rang-Thap Cham,Central,District #25
72435,Hue,Central,District #25
72436,Tam Ky,Central,District #25
72437,Tam Ky,Central,District #25
72438,Dong Hoi,Central,District #25
72440,Phan Thiet,Central,District #25
72441,Nha Trang,Central,District #25
72442,Quang Ngai,Central,District #25
72443,Nha Trang,Central,District #25
72444,Hoi An,Central,District #25
72445,Nha Trang,Central,District #25
72447,Tuy Hoa,Central,District #25
72449,Tam Ky,Central,District #25
72450,Tuy Hoa,Central,District #25
72451,Tuy Hoa,Central,District #25
72453,Quy Nhon,Central,District #25
72454,Kon Tum,Central,District #25
72455,Da Nang,Central,District #25
72456,Phan Thiet,Central,District #25
72457,Da Nang,Central,District #25
72458,Quy Nhon,Central,District #25
72459,Phan Rang-Thap Cham,Central,District #25
72460,Tuy Hoa,Central,District #25
72461,Nha Trang,Central,District #25
72462,Phan Thiet,Central,District #25
72464,Hue,Central,District #25
72465,Tuy Hoa,Central,District #25
72466,Quang Ngai,Central,District #25
72467,Hoi An,Central,District #25
72469,Kon Tum,Central,District #25
72470,Phan Rang-Thap Cham,Central,District #25
72471,Da Nang,Central,District #25
72472,Hue,Central,District #25
72473,Da Nang,Central,District #25
72474,Quy Nhon,Central,District #25
72475,Tam Ky,Central,District #25
72476,Tuy Hoa,Central,District #25
72478,Tuy Hoa,Central,District #25
72479,Da Nang,Central,District #25
72482,Tam Ky,Central,District #25
72501,Phan Rang-Thap Cham,Central,District #25
72503,Phan Thiet,Central,District #25
72512,Nha Trang,Central,District #25
72513,Da Nang,Central,District #25
72515,Hue,Central,District #25
72517,Quy Nhon,Central,District #25
72519,Tam Ky,Central,District #25
72520,Quy Nhon,Central,District #25
72521,Hue,Central,District #25
72522,Quy Nhon,Central,District #25
72523,Nha Trang,Central,District #25
72524,Tam Ky,Central,District #25
72525,Da Nang,Central,District #25
72526,Phan Rang-Thap Cham,Central,District #25
72527,Tam Ky,Central,District #25
72528,Nha Trang,Central,District #25
72529,Phan Thiet,Central,District #25
72530,Tuy Hoa,Central,District #25
72531,Hue,Central,District #25
72532,Hue,Central,District #25
72533,Da Nang,Central,District #25
72534,Quang Ngai,Central,District #25
72536,Quy Nhon,Central,District #25
72538,Quy Nhon,Central,District #25
72539,Quang Ngai,Central,District #25
72540,Quang Ngai,Central,District #25
72542,Da Nang,Central,District #25
72543,Hue,Central,District #25
72545,Phan Rang-Thap Cham,Central,District #25
72546,Kon Tum,Central,District #25
72550,Phan Thiet,Central,District #25
72553,Phan Thiet,Central,District #25
72554,Tam Ky,Central,District #25
72555,Phan Rang-Thap Cham,Central,District #25
72556,Phan Thiet,Central,District #25
72560,Phan Thiet,Central,District #25
72561,Hue,Central,District #25
72562,Hue,Central,District #25
72564,Quy Nhon,Central,District #25
72565,Quang Ngai,Central,District #25
72566,Kon Tum,Central,District #25
72567,Nha Trang,Central,District #25
72568,Phan Rang-Thap Cham,Central,District #25
72569,Phan Thiet,Central,District #25
72571,Kon Tum,Central,District #25
72572,Hoi An,Central,District #25
72573,Hoi An,Central,District #25
72575,Hoi An,Central,District #25
72576,Tuy Hoa,Central,District #25
72577,Tuy Hoa,Central,District #25
72578,Quy Nhon,Central,District #25
72579,Hue,Central,District #25
72581,Quang Ngai,Central,District #25
72583,Tuy Hoa,Central,District #25
72584,Tam Ky,Central,District #25
72585,Nha Trang,Central,District #25
72587,Dong Hoi,Central,District #25
72617,Dong Hoi,Central,District #25
72629,Dong Hoi,Central,District #25
72639,Phan Thiet,Central,District #25
72645,Nha Trang,Central,District #25
72650,Dong Hoi,Central,District #25
72657,Phan Thiet,Central,District #25
72658,Hoi An,Central,District #25
72659,Nha Trang,Central,District #25
72663,Da Nang,Central,District #25
72679,Quy Nhon,Central,District #25
72680,Da Nang,Central,District #25
72686,Tuy Hoa,Central,District #25
72717,Hue,Central,District #25
72729,Tuy Hoa,Central,District #25
72749,Quang Ngai,Central,District #25
72801,Kon Tum,Central,District #25
72802,Quy Nhon,Central,District #25
72811,Quy Nhon,Central,District #25
72812,Hoi An,Central,District #25
72820,Quang Ngai,Central,District #25
72821,Hoi An,Central,District #25
72823,Hue,Central,District #25
72824,Kon Tum,Central,District #25
72826,Tuy Hoa,Central,District #25
72827,Hue,Central,District #25
72828,Dong Hoi,Central,District #25
72829,Nha Trang,Central,District #25
72830,Hoi An,Central,District #25
72832,Tam Ky,Central,District #25
72833,Phan Rang-Thap Cham,Central,District #25
72834,Da Nang,Central,District #25
72835,Quy Nhon,Central,District #25
72837,Kon Tum,Central,District #25
72838,Quy Nhon,Central,District #25
72839,Hue,Central,District #25
72840,Tam Ky,Central,District #25
72841,Tuy Hoa,Central,District #25
72842,Kon Tum,Central,District #25
72843,Dong Hoi,Central,District #25
72845,Da Nang,Central,District #25
72846,Phan Rang-Thap Cham,Central,District #25
72847,Phan Rang-Thap Cham,Central,District #25
72851,Dong Hoi,Central,District #25
72852,Phan Thiet,Central,District #25
72853,Phan Rang-Thap Cham,Central,District #25
72854,Hoi An,Central,District #25
72855,Tam Ky,Central,District #25
72856,Quang Ngai,Central,District #25
72857,Tam Ky,Central,District #25
72858,Dong Hoi,Central,District #25
72860,Tuy Hoa,Central,District #25
72863,Hue,Central,District #25
72865,Quang Ngai,Central,District #25
72901,Da Nang,Central,District #25
72902,Quang Ngai,Central,District #25
72903,Tam Ky,Central,District #25
72904,Hoi An,Central,District #25
72905,Kon Tum,Central,District #25
72906,Nha Trang,Central,District #25
72908,Da Nang,Central,District #25
72913,Quy Nhon,Central,District #25
72914,Phan Rang-Thap Cham,Central,District #25
72916,Da Nang,Central,District #25
72917,Tam Ky,Central,District #25
72918,Tam Ky,Central,District #25
72919,Phan Thiet,Central,District #25
72921,Da Nang,Central,District #25
72923,Da Nang,Central,District #25
72926,Quang Ngai,Central,District #25
72927,Hoi An,Central,District #25
72928,Tuy Hoa,Central,District #25
72930,Nha Trang,Central,District #25
72932,Quang Ngai,Central,District #25
72933,Da Nang,Central,District #25
72934,Tuy Hoa,Central,District #25
72935,Quang Ngai,Central,District #25
72936,Da Nang,Central,District #25
72937,Nha Trang,Central,District #25
72938,Da Nang,Central,District #25
72940,Da Nang,Central,District #25
72941,Tuy Hoa,Central,District #25
72943,Tam Ky,Central,District #25
72944,Phan Rang-Thap Cham,Central,District #25
72945,Nha Trang,Central,District #25
72946,Tuy Hoa,Central,District #25
72947,Dong Hoi,Central,District #25
72948,Dong Hoi,Central,District #25
72949,Phan Rang-Thap Cham,Central,District #25
72950,Tuy Hoa,Central,District #25
72951,Tuy Hoa,Central,District #25
72952,Tuy Hoa,Central,District #25
72955,Tam Ky,Central,District #25
72956,Tuy Hoa,Central,District #25
72957,Phan Thiet,Central,District #25
72958,Tuy Hoa,Central,District #25
72959,Dong Hoi,Central,District #25
68001,Da Nang,Central,District #30
68002,Tam Ky,Central,District #30
68003,Da Nang,Central,District #30
68005,Hue,Central,District #30
68007,Quy Nhon,Central,District #30
68008,Tam Ky,Central,District #30
68009,Quang Ngai,Central,District #30
68010,Phan Thiet,Central,District #30
68014,Phan Rang-Thap Cham,Central,District #30
68015,Tam Ky,Central,District #30
68016,Quy Nhon,Central,District #30
68017,Tuy Hoa,Central,District #30
68018,Nha Trang,Central,District #30
68019,Phan Thiet,Central,District #30
68022,Phan Rang-Thap Cham,Central,District #30
68023,Tuy Hoa,Central,District #30
68025,Hoi An,Central,District #30
68026,Dong Hoi,Central,District #30
68028,Phan Rang-Thap Cham,Central,District #30
68029,Da Nang,Central,District #30
68031,Hoi An,Central,District #30
68033,Quang Ngai,Central,District #30
68034,Quy Nhon,Central,District #30
68036,Tuy Hoa,Central,District #30
68037,Quy Nhon,Central,District #30
68040,Kon Tum,Central,District #30
68041,Nha Trang,Central,District #30
68042,Quy Nhon,Central,District #30
68044,Da Nang,Central,District #30
68046,Hoi An,Central,District #30
68048,Hoi An,Central,District #30
68050,Phan Rang-Thap Cham,Central,District #30
68056,Quy Nhon,Central,District #30
68057,Hoi An,Central,District #30
68058,Nha Trang,Central,District #30
68059,Quang Ngai,Central,District #30
68061,Phan Rang-Thap Cham,Central,District #30
68063,Kon Tum,Central,District #30
68064,Da Nang,Central,District #30
68065,Phan Thiet,Central,District #30
68066,Quy Nhon,Central,District #30
68068,Phan Rang-Thap Cham,Central,District #30
68069,Da Nang,Central,District #30
68070,Dong Hoi,Central,District #30
68072,Kon Tum,Central,District #30
68073,Da Nang,Central,District #30
68101,Phan Rang-Thap Cham,Central,District #30
68102,Hue,Central,District #30
68103,Kon Tum,Central,District #30
68104,Tuy Hoa,Central,District #30
68105,Phan Thiet,Central,District #30
68106,Phan Thiet,Central,District #30
68107,Nha Trang,Central,District #30
68108,Quy Nhon,Central,District #30
68109,Tuy Hoa,Central,District #30
68110,Hoi An,Central,District #30
68111,Nha Trang,Central,District #30
68112,Hue,Central,District #30
68113,Phan Thiet,Central,District #30
68114,Hoi An,Central,District #30
68116,Quy Nhon,Central,District #30
68117,Tam Ky,Central,District #30
68118,Quy Nhon,Central,District #30
68119,Phan Rang-Thap Cham,Central,District #30
68120,Phan Thiet,Central,District #30
68122,Quang Ngai,Central,District #30
68123,Phan Thiet,Central,District #30
68124,Hue,Central,District #30
68127,Kon Tum,Central,District #30
68128,Hue,Central,District #30
68130,Da Nang,Central,District #30
68131,Da Nang,Central,District #30
68132,Hoi An,Central,District #30
68133,Phan Thiet,Central,District #30
68134,Nha Trang,Central,District #30
68135,Phan Rang-Thap Cham,Central,District #30
68136,Tam Ky,Central,District #30
68137,Hue,Central,District #30
68138,Tam Ky,Central,District #30
68139,Hoi An,Central,District #30
68142,Nha Trang,Central,District #30
68144,Quang Ngai,Central,District #30
68145,Phan Rang-Thap Cham,Central,District #30
68147,Dong Hoi,Central,District #30
68152,Hoi An,Central,District #30
68154,Tuy Hoa,Central,District #30
68155,Tuy Hoa,Central,District #30
68157,Hoi An,Central,District #30
68164,Phan Thiet,Central,District #30
68172,Phan Thiet,Central,District #30
68175,Dong Hoi,Central,District #30
68176,Nha Trang,Central,District #30
68178,Quy Nhon,Central,District #30
68179,Tam Ky,Central,District #30
68180,Hoi An,Central,District #30
68182,Nha Trang,Central,District #30
68183,Hue,Central,District #30
68197,Hue,Central,District #30
68198,Tuy Hoa,Central,District #30
68301,Hue,Central,District #30
68303,Tam Ky,Central,District #30
68304,Tam Ky,Central,District #30
68305,Da Nang,Central,District #30
68307,Phan Rang-Thap Cham,Central,District #30
68309,Kon Tum,Central,District #30
68310,Dong Hoi,Central,District #30
68313,Tuy Hoa,Central,District #30
68314,Hoi An,Central,District #30
68315,Phan Thiet,Central,District #30
68316,Phan Rang-Thap Cham,Central,District #30
68317,Tam Ky,Central,District #30
68318,Tuy Hoa,Central,District #30
68319,Kon Tum,Central,District #30
68320,Dong Hoi,Central,District #30
68321,Hoi An,Central,District #30
68322,Nha Trang,Central,District #30
68323,Hoi An,Central,District #30
68324,Nha Trang,Central,District #30
68326,Phan Thiet,Central,District #30
68328,Hoi An,Central,District #30
68329,Phan Thiet,Central,District #30
68330,Nha Trang,Central,District #30
68331,Tam Ky,Central,District #30
68332,Quang Ngai,Central,District #30
68333,Hue,Central,District #30
68335,Hoi An,Central,District #30
68336,Nha Trang,Central,District #30
68337,Da Nang,Central,District #30
68338,Phan Rang-Thap Cham,Central,District #30
68339,Quang Ngai,Central,District #30
68340,Phan Thiet,Central,District #30
68341,Phan Thiet,Central,District #30
68342,Quy Nhon,Central,District #30
68343,Phan Rang-Thap Cham,Central,District #30
68344,Da Nang,Central,District #30
68345,Tam Ky,Central,District #30
68346,Dong Hoi,Central,District #30
68347,Tam Ky,Central,District #30
68348,Tuy Hoa,Central,District #30
68349,Phan Thiet,Central,District #30
68350,Tam Ky,Central,District #30
68351,Nha Trang,Central,District #30
68352,Quang Ngai,Central,District #30
68354,Phan Thiet,Central,District #30
68355,Kon Tum,Central,District #30
68357,Phan Rang-Thap Cham,Central,District #30
68358,Hoi An,Central,District #30
68359,Hoi An,Central,District #30
68360,Quang Ngai,Central,District #30
68361,Quy Nhon,Central,District #30
68362,Dong Hoi,Central,District #30
68364,Kon Tum,Central,District #30
68365,Quang Ngai,Central,District #30
68366,Quy Nhon,Central,District #30
68367,Phan Thiet,Central,District #30
68368,Tam Ky,Central,District #30
68370,Dong Hoi,Central,District #30
68371,Hue,Central,District #30
68372,Quang Ngai,Central,District #30
68375,Tam Ky,Central,District #30
68376,Hue,Central,District #30
68377,Hoi An,Central,District #30
68378,Tuy Hoa,Central,District #30
68379,Hoi An,Central,District #30
68380,Hue,Central,District #30
68381,Da Nang,Central,District #30
68382,Da Nang,Central,District #30
68401,Tam Ky,Central,District #30
68402,Tam Ky,Central,District #30
68403,Dong Hoi,Central,District #30
68404,Quang Ngai,Central,District #30
68405,Quang Ngai,Central,District #30
68406,Kon Tum,Central,District #30
68407,Hoi An,Central,District #30
68409,Tuy Hoa,Central,District #30
68410,Da Nang,Central,District #30
68413,Phan Thiet,Central,District #30
68414,Quy Nhon,Central,District #30
68415,Quy Nhon,Central,District #30
68416,Hue,Central,District #30
68417,Quang Ngai,Central,District #30
68418,Quy Nhon,Central,District #30
68419,Kon Tum,Central,District #30
68420,Hoi An,Central,District #30
68421,Tam Ky,Central,District #30
68422,Phan Thiet,Central,District #30
68423,Phan Rang-Thap Cham,Central,District #30
68424,Phan Rang-Thap Cham,Central,District #30
68428,Quang Ngai,Central,District #30
68429,Phan Thiet,Central,District #30
68430,Hoi An,Central,District #30
68431,Phan Rang-Thap Cham,Central,District #30
68433,Quang Ngai,Central,District #30
68434,Quy Nhon,Central,District #30
68436,Hoi An,Central,District #30
68437,Quang Ngai,Central,District #30
68438,Da Nang,Central,District #30
68439,Tuy Hoa,Central,District #30
68440,Hoi An,Central,District #30
68441,Quy Nhon,Central,District #30
68442,Hoi An,Central,District #30
68443,Tam Ky,Central,District #30
68444,Quy Nhon,Central,District #30
68445,Hoi An,Central,District #30
68446,Phan Thiet,Central,District #30
68447,Phan Rang-Thap Cham,Central,District #30
68448,Quy Nhon,Central,District #30
68450,Da Nang,Central,District #30
68452,Phan Thiet,Central,District #30
68453,Tuy Hoa,Central,District #30
68454,Quang Ngai,Central,District #30
68455,Dong Hoi,Central,District #30
68456,Da Nang,Central,District #30
68457,Tam Ky,Central,District #30
68458,Hoi An,Central,District #30
68460,Dong Hoi,Central,District #30
68461,Kon Tum,Central,District #30
68462,Quang Ngai,Central,District #30
68463,Dong Hoi,Central,District #30
68464,Tuy Hoa,Central,District #30
68465,Kon Tum,Central,District #30
68466,Da Nang,Central,District #30
68467,Nha Trang,Central,District #30
68501,Nha Trang,Central,District #30
68502,Tuy Hoa,Central,District #30
68503,Tam Ky,Central,District #30
68504,Phan Rang-Thap Cham,Central,District #30
68505,Tam Ky,Central,District #30
68506,Kon Tum,Central,District #30
68507,Phan Rang-Thap Cham,Central,District #30
68508,Da Nang,Central,District #30
68509,Kon Tum,Central,District #30
68510,Kon Tum,Central,District #30
68512,Da Nang,Central,District #30
68514,Quy Nhon,Central,District #30
68516,Kon Tum,Central,District #30
68517,Phan Thiet,Central,District #30
68520,Tam Ky,Central,District #30
68521,Quang Ngai,Central,District #30
68522,Da Nang,Central,District #30
68523,Quang Ngai,Central,District #30
68524,Dong Hoi,Central,District #30
68526,Quy Nhon,Central,District #30
68527,Nha Trang,Central,District #30
68528,Phan Rang-Thap Cham,Central,District #30
68529,Tam Ky,Central,District #30
68531,Nha Trang,Central,District #30
68532,Quy Nhon,Central,District #30
68542,Tam Ky,Central,District #30
68583,Nha Trang,Central,District #30
68588,Quang Ngai,Central,District #30
68601,Phan Thiet,Central,District #30
68602,Tuy Hoa,Central,District #30
68620,Hoi An,Central,District #30
68621,Tam Ky,Central,District #30
68622,Quang Ngai,Central,District #30
