return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount
RET-023321,366423,2332,2016-04-09,defective,1,5061.57
RET-023322,366503,761,2016-04-07,changed_mind,5,9800.09
RET-023323,366503,762,2016-04-08,defective,4,7586.31
RET-023324,366519,609,2016-04-03,late_delivery,1,10149.8
RET-023325,366530,1085,2016-03-30,wrong_size,4,3881.22
RET-023326,366550,762,2016-04-13,not_as_described,1,1977.5
RET-023327,366572,1001,2016-04-07,wrong_size,3,13509.04
RET-023329,366601,793,2016-04-03,wrong_size,4,3552.37
RET-023330,366601,794,2016-04-03,late_delivery,2,1873.02
RET-023331,366616,976,2016-04-16,wrong_size,1,3356.35
RET-023333,366661,780,2016-04-03,not_as_described,1,3763.0
RET-023334,366665,551,2016-03-26,not_as_described,6,61433.74
RET-023335,366698,586,2016-04-03,wrong_size,1,4101.83
RET-023336,366701,993,2016-04-09,not_as_described,6,22046.26
RET-023337,366725,990,2016-04-06,not_as_described,2,9997.91
RET-023338,366734,2090,2016-04-08,defective,1,4130.31
RET-023339,366749,609,2016-04-17,changed_mind,3,30492.6
RET-023340,366806,1165,2016-04-09,changed_mind,2,11719.48
RET-023341,366817,689,2016-04-06,not_as_described,6,22148.53
RET-023342,366824,1213,2016-04-04,wrong_size,3,17072.93
RET-023343,366836,657,2016-04-10,not_as_described,1,9785.03
RET-023344,366846,779,2016-04-07,wrong_size,1,3433.16
RET-023345,366846,780,2016-04-08,not_as_described,4,14416.82
RET-023347,366868,1093,2016-04-05,wrong_size,3,1825.58
RET-023348,366868,1094,2016-04-07,wrong_size,4,2844.62
RET-023349,366907,605,2016-04-13,wrong_size,1,4401.53
RET-023353,366931,2239,2016-04-05,not_as_described,6,8062.34
RET-023356,366971,1213,2016-04-11,wrong_size,2,12803.75
RET-023357,366973,2224,2016-04-03,changed_mind,1,682.11
RET-023358,367001,2218,2016-04-07,late_delivery,1,1795.6
RET-023359,367001,2219,2016-04-05,wrong_size,1,1679.5
RET-023361,367035,729,2016-04-14,defective,1,3004.18
RET-023362,367048,660,2016-04-13,wrong_size,1,6423.68
RET-023363,367075,636,2016-04-11,wrong_size,1,9570.86
RET-023364,367090,777,2016-04-16,not_as_described,1,1123.69
RET-023365,367098,826,2016-04-08,late_delivery,7,69850.29
RET-023366,367117,409,2016-04-15,wrong_size,3,27472.64
RET-023367,367128,435,2016-04-16,defective,3,49883.53
RET-023369,367137,650,2016-04-02,not_as_described,4,18573.31
RET-023370,367193,2055,2016-03-28,not_as_described,2,12682.56
RET-023371,367206,2213,2016-04-11,defective,6,5255.54
RET-023372,367207,2212,2016-04-03,changed_mind,2,1628.54
RET-023373,367211,600,2016-04-01,wrong_size,3,21520.68
RET-023374,367240,2400,2016-04-07,wrong_size,2,1761.46
RET-023376,367304,2150,2016-04-16,wrong_size,1,4946.77
RET-023380,367352,907,2016-04-04,late_delivery,2,12175.69
RET-023381,367358,2380,2016-04-22,defective,3,8881.88
RET-023382,367368,604,2016-04-04,not_as_described,3,15893.57
RET-023383,367384,2254,2016-04-16,defective,4,2433.88
RET-023384,367416,2214,2016-04-15,defective,4,14417.34
RET-023385,367416,2215,2016-04-12,changed_mind,1,3554.65
RET-023386,367425,735,2016-04-14,defective,5,18008.15
RET-023387,367425,736,2016-04-15,wrong_size,2,7415.62
RET-023388,367430,2212,2016-04-11,changed_mind,3,2556.33
RET-023389,367441,759,2016-04-03,not_as_described,7,11120.09
RET-023390,367441,760,2016-04-08,changed_mind,7,10319.11
RET-023392,367462,2169,2016-04-07,late_delivery,4,23115.39
RET-023394,367477,2331,2016-04-11,wrong_size,6,36333.1
RET-023396,367505,1916,2016-04-06,wrong_size,7,20895.17
RET-023397,367509,808,2016-04-10,late_delivery,2,7298.84
RET-023398,367512,2090,2016-04-17,late_delivery,1,3640.96
RET-023399,367569,762,2016-04-16,not_as_described,4,7315.43
RET-023402,367634,409,2016-04-06,not_as_described,1,9622.44
RET-023403,367660,777,2016-04-17,late_delivery,1,1288.42
RET-023404,367660,778,2016-04-15,changed_mind,2,2322.13
RET-023405,367665,604,2016-04-08,not_as_described,1,5341.06
RET-023407,367704,604,2016-04-10,late_delivery,2,10231.15
RET-023409,367727,1198,2016-04-03,wrong_size,4,19217.49
RET-023410,367738,605,2016-04-02,wrong_size,1,4072.97
RET-023412,367775,689,2016-04-03,changed_mind,1,3628.82
RET-023414,367831,777,2016-04-13,wrong_size,2,2499.81
RET-023415,367831,778,2016-04-20,changed_mind,5,6063.89
RET-023416,367841,644,2016-04-06,wrong_size,1,8964.71
RET-023417,367857,791,2016-04-07,wrong_size,2,1357.4
RET-023418,367857,792,2016-04-06,defective,1,689.01
RET-023419,367926,1120,2016-04-02,changed_mind,4,7353.98
RET-023420,367939,1995,2016-04-02,defective,3,12999.34
RET-023421,367958,1058,2016-04-07,changed_mind,3,3771.62
RET-023424,368029,1392,2016-04-06,defective,8,13406.91
RET-023425,368031,26,2016-04-03,changed_mind,1,7668.34
RET-023426,368038,409,2016-04-07,wrong_size,2,18935.07
RET-023428,368055,600,2016-04-08,defective,5,36203.11
RET-023429,368090,2332,2016-04-19,wrong_size,1,4549.44
RET-023430,368108,759,2016-04-02,wrong_size,3,4346.94
RET-023431,368116,2054,2016-04-08,wrong_size,6,34836.23
RET-023432,368144,976,2016-04-06,wrong_size,2,6260.13
RET-023433,368147,650,2016-04-04,late_delivery,1,4820.42
RET-023434,368148,499,2016-04-08,wrong_size,5,44465.59
RET-023435,368151,2084,2016-04-17,wrong_size,1,6656.7
RET-023436,368152,1924,2016-04-12,defective,4,14383.02
RET-023437,368173,2054,2016-03-31,changed_mind,1,5371.81
RET-023438,368179,1187,2016-04-03,defective,3,14067.38
RET-023439,368241,2171,2016-04-09,wrong_size,3,12169.54
RET-023440,368244,759,2016-04-16,wrong_size,3,4798.45
RET-023442,368277,551,2016-04-15,not_as_described,6,55958.28
RET-023443,368279,1182,2016-04-19,defective,5,9757.49
RET-023444,368280,1182,2016-04-10,not_as_described,7,13277.88
RET-023445,368288,761,2016-04-10,wrong_size,3,5648.28
RET-023447,368320,1053,2016-04-08,defective,4,10847.58
RET-023448,368324,8,2016-04-18,defective,4,17631.73
RET-023449,368332,2234,2016-04-12,changed_mind,4,2479.72
RET-023450,368334,777,2016-04-19,wrong_size,2,2574.35
RET-023455,368446,2213,2016-04-11,changed_mind,1,897.01
RET-023456,368454,510,2016-04-15,defective,1,8352.7
RET-023457,368515,977,2016-04-08,wrong_size,4,20551.17
RET-023459,368541,761,2016-04-19,late_delivery,5,9425.12
RET-023460,368541,762,2016-04-21,wrong_size,1,1844.7
RET-023461,368543,927,2016-04-04,late_delivery,1,4788.4
RET-023462,368552,792,2016-04-10,changed_mind,4,2570.7
RET-023463,368552,816,2016-04-15,defective,2,6901.71
RET-023464,368564,475,2016-04-11,wrong_size,2,19196.62
RET-023465,368584,2213,2016-04-08,wrong_size,6,5013.66
RET-023466,368642,675,2016-04-09,not_as_described,4,26357.16
RET-023467,368655,2269,2016-04-13,wrong_size,1,3473.6
RET-023468,368669,2045,2016-04-11,not_as_described,3,13964.61
RET-023469,368675,2223,2016-04-25,wrong_size,3,6325.0
RET-023470,368678,1203,2016-04-10,defective,1,2912.91
RET-023472,368713,2359,2016-04-02,wrong_size,1,4514.82
RET-023473,368716,2387,2016-04-15,late_delivery,7,33475.7
RET-023474,368744,759,2016-04-11,changed_mind,7,11523.19
RET-023476,368794,736,2016-04-11,wrong_size,1,3456.02
RET-023477,368804,650,2016-04-06,changed_mind,1,5166.59
RET-023478,368816,780,2016-04-19,wrong_size,3,9156.81
RET-023479,368832,551,2016-04-16,wrong_size,1,9559.22
RET-023480,368834,2073,2016-04-04,defective,1,3524.79
RET-023481,368845,657,2016-04-18,not_as_described,4,38404.51
RET-023483,368917,2238,2016-04-13,not_as_described,1,1314.74
RET-023484,368921,794,2016-04-14,wrong_size,1,836.01
RET-023485,368926,2045,2016-04-22,wrong_size,6,26819.46
RET-023486,368958,1186,2016-04-18,wrong_size,4,14326.68
RET-023488,368976,1963,2016-04-04,changed_mind,1,1474.72
RET-023489,369027,1009,2016-04-16,wrong_size,5,5223.58
RET-023491,369032,409,2016-04-15,defective,6,59498.47
RET-023492,369032,2073,2016-04-16,wrong_size,1,3714.89
RET-023493,369041,409,2016-04-12,wrong_size,2,19925.27
RET-023494,369052,729,2016-04-15,late_delivery,2,6402.75
RET-023495,369074,2402,2016-04-15,defective,1,2967.55
RET-023496,369094,2045,2016-04-10,wrong_size,1,4552.32
RET-023497,369110,1171,2016-04-20,changed_mind,3,10074.4
RET-023498,369111,947,2016-04-11,wrong_size,1,6736.66
RET-023499,369150,2084,2016-04-13,not_as_described,2,13126.96
RET-023500,369167,605,2016-04-18,wrong_size,1,4121.83
RET-023501,369170,1391,2016-04-13,not_as_described,2,3350.54
RET-023502,369170,1392,2016-04-17,not_as_described,1,1656.96
RET-023503,369184,761,2016-04-14,changed_mind,1,1881.06
RET-023505,369195,2284,2016-04-06,wrong_size,1,3404.82
RET-023506,369220,683,2016-04-20,defective,4,30929.43
RET-023507,369245,689,2016-04-19,defective,1,3189.61
RET-023509,369259,819,2016-04-14,changed_mind,2,23883.25
RET-023510,369272,993,2016-04-17,wrong_size,1,3639.87
RET-023511,369304,510,2016-04-20,defective,1,8191.02
RET-023512,369322,736,2016-04-13,not_as_described,4,14340.41
RET-023513,369386,2091,2016-04-13,changed_mind,4,6432.42
RET-023514,369394,2150,2016-04-17,wrong_size,2,9816.65
RET-023515,369401,1182,2016-04-14,wrong_size,1,1917.37
RET-023516,369485,445,2016-04-25,not_as_described,4,32303.04
RET-023517,369485,905,2016-04-23,wrong_size,6,32396.92
RET-023518,369489,1053,2016-04-23,wrong_size,2,5519.74
RET-023519,369517,1170,2016-04-06,defective,3,12890.0
RET-023520,369527,572,2016-04-11,defective,3,13148.49
RET-023521,369535,1217,2016-04-20,changed_mind,5,29120.33
RET-023522,369543,977,2016-04-29,wrong_size,1,4878.98
RET-023523,369545,1221,2016-04-19,late_delivery,2,16131.26
RET-023524,369591,2332,2016-04-07,defective,3,13937.64
RET-023526,369617,2090,2016-04-25,late_delivery,2,7348.66
RET-023527,369622,2263,2016-04-09,wrong_size,5,17084.14
RET-023530,369675,510,2016-04-10,wrong_size,5,43698.52
RET-023531,369681,1116,2016-04-19,wrong_size,1,2500.72
RET-023532,369695,1098,2016-04-23,not_as_described,2,6154.26
RET-023533,369707,660,2016-04-20,wrong_size,1,6739.1
RET-023534,369708,2058,2016-04-19,wrong_size,2,5719.24
RET-023535,369721,2389,2016-04-16,changed_mind,5,40580.49
RET-023536,369732,793,2016-04-16,not_as_described,1,869.71
RET-023537,369732,794,2016-04-24,not_as_described,5,4131.19
RET-023538,369739,644,2016-04-20,changed_mind,1,8352.23
RET-023539,369758,1226,2016-04-10,wrong_size,3,16620.33
RET-023541,369786,551,2016-04-19,wrong_size,2,18889.48
RET-023542,369800,1495,2016-04-23,wrong_size,2,7399.6
RET-023543,369800,1496,2016-04-12,not_as_described,6,22098.59
RET-023544,369809,1094,2016-04-22,wrong_size,2,1238.86
RET-023545,369857,792,2016-04-06,not_as_described,7,4775.48
RET-023546,369866,1444,2016-04-10,wrong_size,1,1153.24
RET-023547,369869,2402,2016-04-14,wrong_size,1,2879.42
RET-023548,369902,1912,2016-04-11,changed_mind,2,6417.96
RET-023549,369907,1354,2016-04-24,wrong_size,1,3381.82
RET-023550,369913,2086,2016-04-23,defective,2,4850.19
RET-023551,369936,770,2016-04-24,not_as_described,2,5195.75
RET-023552,369942,1924,2016-04-22,late_delivery,5,17494.61
RET-023553,369945,1182,2016-04-24,wrong_size,5,9815.06
RET-023554,369947,1115,2016-04-10,defective,3,11611.61
RET-023555,369983,1975,2016-04-08,late_delivery,5,2775.88
RET-023556,369984,1974,2016-04-24,changed_mind,6,3347.54
RET-023557,369989,2225,2016-04-17,not_as_described,2,1351.0
RET-023558,370017,675,2016-04-19,wrong_size,1,5934.72
RET-023559,370033,2284,2016-04-09,late_delivery,1,3116.27
RET-023560,370055,2263,2016-04-18,wrong_size,2,5877.79
RET-023562,370091,2084,2016-04-07,wrong_size,2,13338.42
RET-023563,370128,736,2016-04-09,changed_mind,5,17111.74
RET-023564,370147,2055,2016-04-26,defective,3,17241.34
RET-023565,370156,396,2016-04-11,wrong_size,7,62532.4
RET-023566,370162,907,2016-04-14,defective,7,43655.68
RET-023567,370173,2280,2016-04-12,wrong_size,2,3395.26
RET-023569,370210,551,2016-04-20,not_as_described,4,35867.46
RET-023570,370218,1907,2016-04-12,not_as_described,1,9954.7
RET-023571,370231,965,2016-04-24,defective,4,18639.32
RET-023572,370241,781,2016-04-13,wrong_size,1,1060.26
RET-023574,370260,996,2016-04-07,wrong_size,3,18754.56
RET-023577,370275,965,2016-04-17,defective,1,4867.53
RET-023578,370282,611,2016-04-12,changed_mind,2,29939.03
RET-023579,370303,475,2016-04-11,changed_mind,5,48599.73
RET-023580,370308,779,2016-04-19,not_as_described,4,12535.75
RET-023581,370330,635,2016-04-10,defective,2,16163.6
RET-023582,370345,927,2016-04-14,changed_mind,6,27444.35
RET-023584,370358,115,2016-04-20,wrong_size,1,8877.11
RET-023585,370359,1097,2016-04-22,changed_mind,1,3130.81
RET-023586,370359,1098,2016-04-13,wrong_size,3,9445.85
RET-023587,370363,1155,2016-04-24,defective,2,9815.28
RET-023588,370371,2090,2016-04-12,late_delivery,5,16784.76
RET-023589,370378,778,2016-04-18,wrong_size,5,5524.86
RET-023590,370385,2138,2016-04-11,late_delivery,2,8547.05
RET-023591,370387,274,2016-04-13,defective,2,11940.91
RET-023592,370388,660,2016-04-10,defective,1,6383.0
RET-023596,370455,635,2016-04-10,defective,8,74062.89
RET-023597,370460,2222,2016-04-29,changed_mind,1,2050.38
RET-023598,370461,791,2016-04-27,late_delivery,1,637.88
RET-023599,370461,792,2016-04-11,defective,5,3231.3
RET-023600,370506,475,2016-04-12,defective,1,10324.28
RET-023601,370511,907,2016-04-06,wrong_size,1,5971.61
RET-023602,370521,913,2016-04-11,not_as_described,3,10070.77
RET-023603,370530,1053,2016-04-25,not_as_described,1,2863.95
RET-023607,370557,2045,2016-04-10,late_delivery,3,13761.78
RET-023608,370586,2218,2016-04-27,changed_mind,2,2805.24
RET-023611,370656,794,2016-04-27,wrong_size,1,855.12
RET-023612,370675,605,2016-04-11,wrong_size,3,11077.77
RET-023614,370678,586,2016-04-23,defective,2,7704.14
RET-023615,370704,445,2016-04-16,wrong_size,1,9675.35
RET-023616,370710,475,2016-04-18,not_as_described,2,21123.75
RET-023617,370797,927,2016-05-02,defective,3,14845.35
RET-023618,370799,409,2016-04-24,wrong_size,6,53895.82
RET-023619,370807,1915,2016-04-18,late_delivery,1,4367.01
RET-023620,370812,2045,2016-04-21,defective,1,4374.12
RET-023621,370817,604,2016-04-26,changed_mind,1,4897.81
RET-023622,370824,2090,2016-04-08,wrong_size,1,3739.95
RET-023623,370830,2332,2016-04-24,changed_mind,1,4459.59
RET-023624,370850,2224,2016-04-18,late_delivery,1,610.44
RET-023625,370850,2225,2016-04-23,changed_mind,1,629.51
RET-023626,370879,1052,2016-04-24,changed_mind,3,7210.03
RET-023627,370882,793,2016-04-23,not_as_described,1,807.02
RET-023628,370882,794,2016-04-21,changed_mind,4,3062.72
RET-023629,370886,927,2016-04-16,not_as_described,1,4456.28
RET-023630,370897,761,2016-04-17,wrong_size,5,8286.5
RET-023631,370897,762,2016-04-19,not_as_described,1,1711.99
RET-023633,370934,781,2016-04-19,wrong_size,3,3070.14
RET-023634,370939,546,2016-04-16,changed_mind,6,73334.17
RET-023635,370945,1170,2016-04-22,defective,2,8800.45
RET-023636,370955,2236,2016-04-25,changed_mind,1,1862.25
RET-023637,370955,2237,2016-04-23,wrong_size,2,3636.39
RET-023638,370964,2384,2016-04-16,changed_mind,1,6385.57
RET-023639,370971,976,2016-04-21,not_as_described,1,3367.89
RET-023640,370975,1136,2016-04-10,wrong_size,2,15349.04
RET-023643,371074,1171,2016-04-25,wrong_size,3,10471.13
RET-023644,371075,311,2016-04-17,not_as_described,1,5901.43
RET-023645,371092,2150,2016-04-21,late_delivery,4,20764.01
RET-023647,371134,2092,2016-04-10,not_as_described,5,16012.39
RET-023648,371135,115,2016-04-18,defective,3,23993.52
RET-023649,371286,927,2016-04-22,wrong_size,2,10330.58
RET-023650,371293,2332,2016-04-09,not_as_described,2,8924.8
RET-023651,371355,1989,2016-04-16,late_delivery,1,3543.63
RET-023652,371360,675,2016-04-28,wrong_size,7,41500.39
RET-023653,371387,2090,2016-04-26,defective,2,6316.95
RET-023654,371403,605,2016-04-16,wrong_size,5,19749.06
RET-023655,371420,650,2016-04-11,not_as_described,2,9765.89
RET-023656,371421,572,2016-04-29,not_as_described,2,8944.83
RET-023659,371496,2389,2016-04-19,wrong_size,4,35139.79
RET-023660,371506,1093,2016-04-18,wrong_size,3,1821.85
RET-023662,371518,1124,2016-04-24,defective,2,13983.31
RET-023663,371525,2171,2016-04-10,wrong_size,2,8416.5
RET-023664,371563,778,2016-04-20,late_delivery,3,3336.86
RET-023665,371666,1186,2016-04-13,not_as_described,6,22866.41
RET-023666,371671,2269,2016-05-01,wrong_size,1,3195.79
RET-023667,371677,2090,2016-04-19,changed_mind,3,10395.95
RET-023668,371683,2132,2016-04-18,changed_mind,8,27727.22
RET-023669,371685,927,2016-04-24,wrong_size,2,9475.43
RET-023670,371693,611,2016-04-19,wrong_size,3,43203.16
RET-023671,371714,2412,2016-04-12,changed_mind,1,1006.28
RET-023672,371726,2224,2016-04-29,not_as_described,2,1241.88
RET-023673,371792,989,2016-04-26,wrong_size,1,4198.96
RET-023674,371806,895,2016-04-17,not_as_described,1,5559.83
RET-023675,371806,927,2016-04-22,wrong_size,2,9447.6
RET-023676,371818,2084,2016-04-16,changed_mind,2,12072.45
RET-023678,371843,1094,2016-04-11,changed_mind,2,1049.4
RET-023679,371843,1989,2016-04-18,wrong_size,1,3861.15
RET-023681,371858,808,2016-04-23,wrong_size,3,9658.8
RET-023682,371868,794,2016-04-20,defective,3,2544.47
RET-023683,371874,2045,2016-04-14,late_delivery,1,4830.71
RET-023684,371876,993,2016-04-25,defective,1,3614.46
RET-023685,371890,1178,2016-04-16,defective,4,24788.39
RET-023686,371891,2376,2016-04-26,defective,1,6499.47
RET-023687,371896,604,2016-04-13,defective,3,13449.19
RET-023689,371905,791,2016-04-14,wrong_size,3,2053.73
RET-023690,371906,792,2016-04-15,late_delivery,2,1301.62
RET-023691,371951,1915,2016-04-12,defective,2,9368.81
RET-023693,371982,989,2016-04-13,wrong_size,8,35610.22
RET-023694,372019,965,2016-04-14,wrong_size,2,9100.28
RET-023695,372037,2073,2016-04-17,changed_mind,1,3365.8
RET-023696,372040,1182,2016-04-13,wrong_size,3,5609.87
RET-023697,372073,2380,2016-04-20,wrong_size,1,2873.57
RET-023698,372080,981,2016-04-12,wrong_size,6,8786.53
RET-023700,372171,409,2016-04-17,late_delivery,2,20232.14
RET-023702,372234,475,2016-04-13,defective,4,42085.98
RET-023704,372274,781,2016-04-24,wrong_size,5,5077.36
RET-023705,372274,782,2016-04-23,wrong_size,2,2103.68
RET-023706,372283,2064,2016-04-25,wrong_size,1,4893.38
RET-023707,372306,792,2016-04-20,wrong_size,1,632.27
RET-023708,372306,927,2016-04-25,defective,2,8680.21
RET-023709,372337,2058,2016-04-29,wrong_size,1,2500.87
RET-023712,372358,2379,2016-04-17,wrong_size,1,1888.78
RET-023713,372375,777,2016-04-29,wrong_size,1,1217.84
RET-023714,372393,702,2016-04-13,late_delivery,1,3035.88
RET-023715,372408,780,2016-04-24,defective,1,3290.09
RET-023716,372432,2332,2016-04-18,wrong_size,5,22978.26
RET-023717,372435,907,2016-04-16,defective,1,5591.4
RET-023718,372456,2280,2016-04-22,not_as_described,2,3403.13
RET-023719,372513,976,2016-04-23,wrong_size,1,3309.75
RET-023721,372541,763,2016-04-22,wrong_size,2,6664.36
RET-023722,372541,764,2016-04-10,wrong_size,5,14939.22
RET-023723,372542,1113,2016-04-18,not_as_described,1,1445.9
RET-023724,372557,2073,2016-04-11,defective,2,7170.72
RET-023725,372559,1053,2016-04-11,not_as_described,1,2664.83
RET-023726,372570,967,2016-04-16,wrong_size,3,18690.22
RET-023727,372582,2047,2016-04-13,wrong_size,8,29266.11
RET-023728,372583,1124,2016-04-23,wrong_size,2,12668.76
RET-023729,372611,2067,2016-04-11,changed_mind,2,11604.37
RET-023730,372629,2224,2016-04-10,late_delivery,2,1171.95
RET-023731,372629,2225,2016-04-23,changed_mind,6,3681.01
RET-023732,372650,761,2016-04-29,defective,2,3889.49
RET-023733,372654,2262,2016-04-20,not_as_described,3,9341.9
RET-023734,372659,777,2016-04-17,changed_mind,1,1245.6
RET-023735,372669,2355,2016-04-25,wrong_size,7,39323.55
RET-023736,372697,2056,2016-04-24,changed_mind,3,10156.19
RET-023737,372720,794,2016-04-19,not_as_described,3,2339.1
RET-023739,372724,1809,2016-04-24,wrong_size,1,2250.68
RET-023740,372731,409,2016-04-12,changed_mind,2,18930.63
RET-023741,372738,2054,2016-04-23,wrong_size,3,16271.55
RET-023742,372752,759,2016-04-19,not_as_described,2,2990.11
RET-023745,372776,2064,2016-04-20,changed_mind,4,19630.12
RET-023746,372786,438,2016-04-24,late_delivery,3,27447.37
RET-023748,372805,2214,2016-04-26,wrong_size,2,7194.4
RET-023749,372805,2215,2016-04-19,defective,4,13905.51
RET-023750,372843,2213,2016-04-13,defective,1,925.86
RET-023752,372886,759,2016-04-15,changed_mind,1,1516.09
RET-023753,372886,760,2016-04-25,late_delivery,2,2945.81
RET-023754,372902,2235,2016-04-16,defective,2,1406.85
RET-023755,372921,2090,2016-04-22,wrong_size,2,7130.4
RET-023756,372931,965,2016-04-28,defective,4,18326.07
RET-023757,372941,115,2016-04-17,late_delivery,2,16885.75
RET-023758,372942,927,2016-04-22,defective,2,9662.67
RET-023759,372959,2345,2016-04-25,defective,2,8544.3
RET-023760,372976,551,2016-04-23,defective,2,17416.42
RET-023761,372979,777,2016-04-30,wrong_size,6,6794.86
RET-023762,372979,2284,2016-04-21,late_delivery,4,12551.15
RET-023763,372997,635,2016-04-21,changed_mind,2,16196.01
RET-023764,373006,2055,2016-04-28,changed_mind,7,42559.93
RET-023765,373010,2064,2016-04-21,wrong_size,4,20197.75
RET-023766,373023,2275,2016-04-15,changed_mind,4,13920.38
RET-023767,373061,2275,2016-04-09,late_delivery,2,6307.01
RET-023768,373088,907,2016-04-15,wrong_size,2,11314.97
RET-023769,373106,1085,2016-04-13,defective,4,3630.93
RET-023770,373142,922,2016-04-08,wrong_size,1,4582.98
RET-023772,373250,1187,2016-04-19,wrong_size,4,18331.4
RET-023773,373251,733,2016-04-27,late_delivery,1,3782.11
RET-023774,373251,734,2016-04-13,defective,3,10728.94
RET-023775,373258,1942,2016-04-28,wrong_size,2,2445.25
RET-023776,373258,1943,2016-04-15,wrong_size,1,1124.88
RET-023777,373263,1838,2016-04-19,not_as_described,3,9235.64
RET-023778,373265,657,2016-04-16,wrong_size,7,66618.61
RET-023779,373265,1178,2016-04-07,late_delivery,7,39724.19
RET-023780,373269,2090,2016-04-11,changed_mind,4,14880.35
RET-023781,373270,793,2016-04-19,wrong_size,5,4079.89
RET-023782,373274,779,2016-04-25,wrong_size,4,11786.25
RET-023783,373274,780,2016-04-28,changed_mind,2,6843.89
RET-023784,373290,2252,2016-04-28,wrong_size,4,5604.34
RET-023785,373290,2253,2016-04-24,wrong_size,1,1323.41
RET-023786,373292,2045,2016-04-12,not_as_described,1,4269.72
RET-023788,373332,499,2016-04-25,wrong_size,1,9295.33
RET-023789,373361,93,2016-04-19,late_delivery,2,21848.59
RET-023790,373380,2379,2016-04-25,wrong_size,5,9735.16
RET-023792,373452,660,2016-04-19,changed_mind,1,6987.94
RET-023793,373498,491,2016-05-01,wrong_size,7,57631.22
RET-023794,373505,641,2016-04-20,not_as_described,1,7530.09
RET-023795,373508,652,2016-04-26,defective,1,7917.74
RET-023796,373525,2332,2016-04-19,defective,3,13522.72
RET-023798,373573,689,2016-04-13,changed_mind,1,3080.4
RET-023799,373607,438,2016-05-01,defective,1,10315.44
RET-023800,373613,1153,2016-04-30,changed_mind,1,3653.04
RET-023801,373644,2275,2016-04-19,defective,1,3789.63
RET-023802,373655,2219,2016-04-27,wrong_size,5,7244.87
RET-023803,373667,1115,2016-04-20,wrong_size,5,17938.38
RET-023804,373672,1053,2016-04-19,wrong_size,4,11271.79
RET-023805,373674,1963,2016-04-15,wrong_size,1,1416.69
RET-023806,373731,650,2016-04-17,defective,2,10111.34
RET-023807,373783,689,2016-04-21,wrong_size,1,3184.87
RET-023808,373798,826,2016-04-22,not_as_described,1,10524.86
RET-023809,373805,1178,2016-04-23,wrong_size,1,5733.25
RET-023810,373814,1995,2016-04-25,late_delivery,4,16344.75
RET-023812,373884,2332,2016-04-27,defective,3,14834.79
RET-023813,373918,792,2016-04-28,defective,1,652.06
RET-023814,373923,1057,2016-04-21,changed_mind,1,1326.63
RET-023815,373923,1058,2016-04-16,wrong_size,2,2732.51
RET-023817,373968,1005,2016-04-24,defective,2,2384.13
RET-023818,374004,1937,2016-04-26,changed_mind,3,8167.58
RET-023819,374014,2224,2016-04-23,wrong_size,6,3919.87
RET-023820,374014,2225,2016-04-28,defective,2,1178.45
RET-023821,374034,2269,2016-04-20,wrong_size,6,18181.95
RET-023822,374107,644,2016-04-28,not_as_described,2,17276.44
RET-023823,374109,605,2016-04-12,changed_mind,1,3946.92
RET-023824,374110,2332,2016-04-24,wrong_size,3,14625.64
RET-023825,374119,2064,2016-04-21,changed_mind,1,4799.17
RET-023826,374127,927,2016-05-04,wrong_size,2,10177.13
RET-023827,374142,989,2016-04-19,changed_mind,3,12343.44
RET-023828,374157,977,2016-04-13,wrong_size,6,30787.72
RET-023829,374210,409,2016-04-14,wrong_size,5,45413.34
RET-023830,374223,2045,2016-04-27,late_delivery,1,4315.83
RET-023831,374232,2090,2016-04-15,late_delivery,1,3572.38
RET-023832,374238,2252,2016-04-22,changed_mind,2,2457.01
RET-023833,374242,1052,2016-05-03,changed_mind,4,9070.69
RET-023834,374248,586,2016-04-28,not_as_described,4,15365.25
RET-023837,374289,2275,2016-04-17,defective,1,3885.04
RET-023839,374335,1964,2016-04-18,changed_mind,2,1813.16
RET-023840,374352,1009,2016-04-26,wrong_size,5,6077.51
RET-023841,374364,657,2016-04-19,wrong_size,2,18469.93
RET-023843,374395,2090,2016-04-21,wrong_size,1,3648.08
RET-023845,374478,604,2016-04-20,wrong_size,1,4661.23
RET-023846,374493,826,2016-05-09,not_as_described,6,60201.02
RET-023847,374494,2090,2016-04-24,wrong_size,1,3743.87
RET-023849,374541,927,2016-04-11,defective,2,9300.18
RET-023850,374545,2376,2016-04-16,wrong_size,4,25597.51
RET-023851,374549,409,2016-04-25,wrong_size,3,29082.57
RET-023852,374551,396,2016-04-17,late_delivery,5,42988.22
RET-023853,374561,759,2016-04-24,wrong_size,3,5045.54
RET-023854,374596,2049,2016-04-22,wrong_size,6,25912.47
RET-023855,374602,2345,2016-04-24,late_delivery,2,8012.58
RET-023856,374669,1000,2016-05-03,wrong_size,5,4520.73
RET-023857,374721,1182,2016-05-09,wrong_size,1,1792.16
RET-023859,374735,2054,2016-05-05,defective,1,5453.93
RET-023860,374772,641,2016-04-27,defective,3,25241.91
RET-023862,374845,2212,2016-04-26,wrong_size,2,1747.66
RET-023863,374845,2213,2016-04-19,changed_mind,4,3828.93
RET-023865,374869,604,2016-04-22,wrong_size,1,4993.43
RET-023866,374875,657,2016-04-26,changed_mind,1,9332.33
RET-023867,374883,1085,2016-04-21,not_as_described,1,996.71
